id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn,tenure,price_off_peak_var,price_peak_var,price_mid_peak_var,price_off_peak_fix,price_peak_fix,price_mid_peak_fix
db8d118,not_specified,24640,0,1487,2008-07-01,2016-12-31,2008-07-01,2016-01-01,0.0,0,0.0,208.41,0.092453,0.086393,59.17346796,false,0.0,0.36,0.36,1,0.0,8,code_3,180.0,retention,8,0.10404441666666668,0.09251408333333333,0.065678,59.17346796,36.490689,8.36773104
16af5c5,channel_sales_3,82696,0,5801,2013-01-28,2016-01-28,2013-01-28,2015-01-30,483.52,0,0.0,15.46,0.273963,0.0,59.26637796,false,0.0,198.12,198.12,1,282.22,3,code_2,13.2,retention,3,0.26744925,0.0,0.0,57.961930259999995,0.0,0.0
74e9014,channel_sales_1,12689,0,0,2010-10-21,2016-10-21,2010-10-21,2015-10-23,544.48,0,0.0,18.46,0.147506,0.0,46.30537836,false,0.0,31.16,31.16,1,53.18,5,code_1,15.0,retention,6,0.15082199999999998,0.0,0.0,44.62989366,0.0,0.0
a37fe24,channel_sales_1,20190,0,4807,2009-11-03,2016-11-03,2015-09-18,2015-11-04,1273.57,4807,0.0,16.29,0.164448,0.0858029999999999,44.31137796,false,427.83,6.45,6.45,1,108.72,6,code_2,13.856,retention,7,0.16798233333333334,0.08657074999999993,0.0,44.281745459999996,0.0,0.0
d789ff1,channel_sales_4,25066,150864,228,2010-06-11,2016-06-11,2010-06-11,2015-06-23,897.27,0,0.0,16.15,0.1457109999999999,0.0,44.31137796,true,0.0,22.52,22.52,2,89.67,6,code_2,13.856,retention,6,0.14985533333333334,0.0,0.0,44.355820359999996,0.0,0.0
730a978,channel_sales_1,1414,0,0,2011-10-06,2016-08-13,2014-04-01,2015-08-16,214.08,0,0.0,13.15,0.146694,0.0,44.31137796,false,0.0,79.16,79.16,1,21.54,4,code_1,34.641,retention,5,0.15057399999999999,0.0,0.0,44.40026526,0.0,0.0
a2649ac,channel_sales_1,15102,0,543,2009-12-16,2016-12-16,2015-11-17,2015-12-17,1569.25,543,0.0,132.52,0.111774,0.0966549999999999,40.606701,false,51.99,0.7999999999999989,0.7999999999999989,1,137.75,6,code_2,17.25,retention,7,0.12359141666666668,0.10311408333333333,0.07288499999999998,40.565971499999996,24.339579139999998,16.22638536
f9cea58,not_specified,13655,0,2753,2007-03-16,2017-01-03,2015-11-16,2016-01-04,0.0,2753,0.0,0.0,0.0006,0.0,0.0,false,0.0,34.8,34.8,1,141.68,9,code_1,13.9,retention,10,0.0006,0.0,0.0,0.0,0.0,0.0
bfa9d64,channel_sales_2,2661,0,0,2011-03-29,2016-03-29,2011-03-29,2015-03-30,399.39,0,0.0,15.98,0.1458839999999999,0.0,44.31137796,false,0.0,31.64,31.64,1,38.6,5,code_3,13.856,retention,5,0.1499648333333333,0.0,0.0,44.40026526,0.0,0.0
9852f7d,channel_sales_1,15858,78089,0,2011-11-01,2016-11-01,2014-06-27,2015-11-02,2363.68,0,0.0,19.41,0.145789,0.0,44.31137796,true,0.0,6.45,6.45,2,214.81,4,code_1,13.85,retention,5,0.14877291666666667,0.0,0.0,44.44470995999999,0.0,0.0
83bb1a6,channel_sales_3,7003,1359,602,2011-11-28,2016-05-02,2014-05-13,2015-05-03,1019.12,602,0.0,14.41,0.142065,0.0,44.31137796,true,86.34,19.2,19.2,2,99.49,4,code_1,10.392,retention,5,0.1454115,0.0,0.0,44.44470995999999,0.0,0.0
e6eb012,channel_sales_1,3713,0,347,2012-01-03,2016-05-20,2014-05-20,2015-05-23,705.07,347,22.0,16.28,0.186188,0.0,45.80687796,false,65.22,43.66,43.66,1,262.64,4,code_1,13.856,retention,4,0.18967758333333332,0.0,0.0,45.89876526,0.0,0.0
5b3b719,channel_sales_1,20937,0,0,2012-04-09,2016-07-17,2015-07-17,2014-07-13,3139.11,0,0.0,18.37,0.1383049999999999,0.0,44.31137796,false,0.0,16.59,16.59,1,210.42,4,code_1,13.15,retention,4,0.14995558333333328,0.0,0.0,44.51045035999999,0.0,0.0
b8bd768,channel_sales_1,4614,0,0,2009-09-07,2016-09-07,2009-09-07,2015-09-08,686.27,0,0.0,16.17,0.144902,0.0,44.31137796,false,0.0,10.08,10.08,1,59.29,6,code_2,10.392,retention,7,0.14861158333333327,0.0,0.0,44.31137536,0.0,0.0
fa60768,channel_sales_1,2194,7004,0,2012-05-14,2016-05-14,2014-04-23,2015-05-22,327.94,0,0.0,18.61,0.1457109999999999,0.0,44.31137796,true,0.0,21.15,21.15,3,32.41,4,code_1,11.43,retention,4,0.14938883333333333,0.0,0.0,44.44470995999999,0.0,0.0
01cef61,channel_sales_2,351441,0,79727,2010-12-01,2016-12-01,2010-12-01,2015-12-02,3393.86,3031,0.0,131.76,0.1152369999999999,0.100123,40.606701,false,304.68,0.84,0.84,1,394.52,5,code_2,19.8,retention,6,0.12416558333333334,0.10369091666666667,0.0734645,40.565971499999996,24.339579139999998,16.22638536
8ec354e,not_specified,5483,0,0,2010-05-26,2016-05-26,2010-05-26,2015-05-29,823.51,0,0.0,6.53,0.1457109999999999,0.0,44.31137796,false,0.0,20.34,20.34,1,80.97,6,code_2,11.0,retention,6,0.14946875,0.007123583333333333,0.0,44.37063526,0.0,0.0
2bead7b,channel_sales_1,1047446,0,115623,2011-05-25,2016-05-25,2011-05-25,2015-05-31,4989.89,4342,0.0,144.6,0.115174,0.098837,40.606701,false,421.31,35.04,35.04,1,541.74,5,code_1,33.0,retention,5,0.12278558333333334,0.10239583333333331,0.07328333333333333,40.6610035,24.39660114,16.26440236
b8530e6,channel_sales_1,3926060,1959386,469210,2012-04-18,2016-04-18,2012-04-18,2015-04-19,4192.31,3640,0.0,145.62,0.1169099999999999,0.100572,40.606701,true,357.89,30.18,30.18,2,514.02,4,code_1,25.0,retention,4,0.12455424999999999,0.10424024999999999,0.07527483333333333,40.6745798,24.404746919999997,16.26983288
577ef85,channel_sales_1,18620,0,0,2011-11-25,2016-11-25,2015-11-01,2015-11-26,2006.55,0,0.0,129.25,0.1153599999999999,0.100243,40.606701,false,0.0,4.41,4.41,1,224.71,4,code_1,23.1,retention,5,0.12517841666666665,0.10483550000000001,0.07461541666666667,40.5931235,24.35587114,16.237247359999998
a6165b4,not_specified,141030,0,10100,2005-01-28,2016-03-11,2015-03-09,2015-03-13,3303.45,2324,0.0,132.55,0.115172,0.098283,40.606701,false,231.45,31.21,31.21,1,353.47,11,code_3,23.1,retention,11,0.12272333333333334,0.10218708333333333,0.07141425,40.68815609999999,24.4128927,16.2752634
fc8360d,channel_sales_2,18317,0,3233,2012-02-29,2016-03-02,2012-02-29,2015-03-06,2004.59,3233,0.0,132.14,0.120372,0.103487,40.606701,false,339.49,36.22,36.22,1,182.22,4,code_3,20.0,retention,4,0.12779733333333335,0.10726091666666666,0.07648824999999997,40.68815609999999,24.4128927,16.2752634
147ad56,channel_sales_3,8682,0,0,2011-09-27,2016-09-27,2011-09-27,2015-09-28,1304.69,0,0.0,15.44,0.1457109999999999,0.0,44.31137796,false,0.0,12.82,12.82,1,131.83,4,code_2,13.2,retention,5,0.14968158333333334,0.0,0.0,44.31137526,0.0,0.0
9fe197b,not_specified,12479,0,2159,2010-03-15,2016-03-15,2010-03-15,2015-03-16,601.04,1007,0.0,144.88,0.120372,0.103487,40.606701,false,107.65,52.44,52.44,1,70.07,6,code_1,23.1,churn,6,0.12779733333333335,0.10726091666666666,0.07648824999999997,40.68815609999999,24.4128927,16.2752634
1fbc541,channel_sales_1,52618,0,6737,2012-09-12,2016-07-30,2013-07-30,2015-07-31,5132.75,6737,0.0,167.49,0.111125,0.094787,40.606701,false,626.04,28.78,28.78,1,427.43,3,code_1,60.0,retention,4,0.11901008333333328,0.0984695,0.0690621666666666,40.6338515,24.380309139999998,16.25354036
33923df,channel_sales_1,22669,0,0,2012-08-13,2016-08-13,2013-10-31,2015-08-16,3338.46,0,0.0,6.48,0.143166,0.0,44.31137796,false,0.0,12.18,12.18,1,283.51,3,code_1,11.43,retention,4,0.14719383333333333,0.0,0.0,44.32619036,0.0,0.0
9bff9df,channel_sales_3,21743,0,2225,2011-10-07,2016-10-07,2015-09-20,2015-10-09,1059.93,1179,0.0,131.76,0.1153599999999999,0.100243,40.9390266,false,116.7,23.0,23.0,1,117.81,4,code_2,17.25,retention,5,0.12538149999999995,0.10518024999999999,0.07498200000000001,40.662255099999996,24.419572740000003,16.29823396
8052b3c,channel_sales_1,9766,0,0,2009-09-17,2016-09-17,2009-09-17,2015-09-18,1440.39,0,0.0,145.02,0.142819,0.0,44.31137796,false,0.0,12.98,12.98,1,116.86,6,code_2,15.0,retention,7,0.14678883333333334,0.0,0.0,44.31137526,0.0,0.0
6831b64,channel_sales_1,25083,0,0,2012-10-25,2016-02-19,2015-12-16,2015-02-22,2390.86,0,0.0,41.06,0.160012,0.0821139999999999,44.31137796,false,0.0,33.84,33.84,1,213.36,3,code_1,15.0,churn,4,0.16545049999999997,0.08404716666666667,0.0,44.266930159999994,0.0,0.0
4747ec6,not_specified,44076,0,3768,2004-04-26,2016-04-26,2015-04-14,2015-04-27,4299.3,3768,0.0,141.01,0.114604,0.098262,40.606701,false,362.19,23.12,23.12,1,492.24,12,code_3,19.15,retention,12,0.12238,0.10206566666666665,0.07310058333333334,40.6745798,24.404746919999997,16.26983288
1f5f8df,not_specified,29571,6114,4952,2009-09-25,2016-09-25,2015-05-19,2015-09-27,4335.8,4952,0.0,9.7,0.142819,0.0,44.31137796,true,716.55,12.48,12.48,2,337.25,6,code_2,14.49,retention,7,0.14678883333333334,0.0,0.0,44.31137536,0.0,0.0
311b30c,channel_sales_1,18796,0,0,2012-07-11,2016-09-24,2015-09-24,2015-07-12,3061.76,0,30.0,19.17,0.198096,0.0,46.30537836,false,0.0,30.9,30.9,2,175.04,4,code_1,13.2,retention,4,0.16948208333333334,0.0,0.0,45.17433886,0.0,0.0
641e78d,channel_sales_1,3249,0,601,2009-07-21,2016-07-21,2015-05-23,2015-07-26,477.8,601,0.0,18.35,0.14317,0.0,44.31137796,false,86.83,14.57,14.57,1,41.73,7,code_3,10.35,retention,7,0.1474783333333333,0.0,0.0,44.34100546,0.0,0.0
e0ec3e4,channel_sales_3,15023,0,3474,2012-03-24,2016-03-24,2012-03-24,2015-03-25,1656.61,3474,0.0,13.83,0.1620329999999999,0.084138,44.31137796,false,380.01,23.64,23.64,1,157.81,4,code_1,11.5,retention,4,0.16673841666666667,0.0847585,0.0,44.40026526,0.0,0.0
142819c,channel_sales_3,20744,27647,909,2011-04-01,2016-04-20,2015-04-20,2015-04-02,1602.11,909,30.0,132.12,0.160208,0.134604,41.1052014,true,121.72,86.14,86.14,3,86.84,5,code_2,27.6,churn,5,0.15431224999999996,0.12795691666666661,0.08976683333333334,41.007913699999996,24.738080300000004,16.603165999999998
bc9de7b,channel_sales_1,598235,0,53253,2011-12-14,2016-12-13,2011-12-14,2015-12-14,3413.47,2000,0.0,139.19,0.1152369999999999,0.100123,40.606701,false,196.02,0.7200000000000011,0.7200000000000011,1,387.65,4,code_1,16.5,retention,5,0.12185358333333333,0.10137891666666667,0.07115149999999999,40.5659718,24.339578919999997,16.226384879999998
5b2523c,channel_sales_1,3956,0,326,2013-01-03,2017-01-03,2015-11-18,2016-01-04,591.94,326,0.0,14.42,0.142649,0.0,44.31137796,true,46.85,37.56,37.56,2,60.8,3,code_1,15.0,churn,4,0.15030675000000002,0.0,0.0,44.26693046,0.0,0.0
a9a3bc9,channel_sales_1,559754,0,44788,2011-01-11,2017-01-11,2015-05-24,2016-01-12,1682.61,1365,0.0,118.95,0.116908,0.100019,40.606701,false,134.82,41.52,41.52,1,220.4,5,code_1,27.7,retention,6,0.12525291666666663,0.10477458333333334,0.07439141666666667,40.565971499999996,24.339579139999998,16.22638536
51193ed,not_specified,17855,315,0,2012-04-02,2016-12-18,2015-10-30,2015-12-21,96.28,0,0.0,14.32,0.162904,0.085646,44.31137796,true,0.0,3.24,3.24,3,6.4,4,code_1,10.392,retention,4,0.1684838333333333,0.08721825,0.0,44.29656036,0.0,0.0
1fc5f3d,channel_sales_1,10962,0,0,2012-07-06,2016-05-07,2015-05-07,2014-07-14,1236.58,0,0.0,11.57,0.15885,0.081596,44.31137796,false,0.0,25.7,25.7,1,65.65,4,code_1,13.856,retention,4,0.16399599999999998,0.08276216666666666,0.0,44.34100546,0.0,0.0
37d3975,channel_sales_1,5982,0,1710,2012-06-11,2016-06-11,2015-04-29,2015-06-14,892.79,1710,0.0,18.32,0.145137,0.0,44.31137796,false,250.85,22.52,22.52,1,81.76,4,code_1,13.856,retention,4,0.1494203333333333,0.0,0.0,44.35582046,0.0,0.0
471a911,channel_sales_3,17760,0,0,2012-10-24,2016-10-24,2015-05-24,2015-10-25,1804.57,0,0.0,119.41,0.1165089999999999,0.101397,40.606701,false,0.0,14.6,14.6,1,243.13,3,code_1,43.648,retention,4,0.12562124999999996,0.10543008333333333,0.07524516666666665,40.5931235,24.35587114,16.237247359999998
0dac350,channel_sales_1,2389,0,417,2013-04-29,2016-04-29,2013-04-29,2015-04-30,359.49,417,0.0,0.0,0.1457109999999999,0.0,44.31137796,false,61.49,30.98,30.98,1,36.68,3,code_1,15.0,retention,3,0.15055983333333334,0.0,0.0,44.38545035999999,0.0,0.0
30f87fc,channel_sales_1,1849,0,345,2009-11-20,2016-11-20,2015-09-18,2015-11-21,273.73,345,0.0,16.77,0.142881,0.0,46.30537836,false,49.77,21.09,21.09,1,21.21,6,code_2,10.392,retention,7,0.1484215,0.0,0.0,44.44841216,0.0,0.0
592a11f,channel_sales_1,3741,0,0,2011-02-12,2016-02-12,2015-12-16,2015-02-13,451.86,0,0.0,24.73,0.161169,0.08327,44.31137796,false,0.0,27.6,27.6,1,47.18,5,code_1,11.0,churn,5,0.16955333333333333,0.08795966666666662,0.0,44.26693026,0.0,0.0
eeef421,channel_sales_1,41041,0,3121,2011-11-25,2016-10-05,2013-12-03,2015-10-11,6041.17,3121,0.0,13.85,0.143166,0.0,44.31137796,false,452.69,10.0,10.0,1,498.91,4,code_1,15.0,retention,5,0.14713683333333336,0.0,0.0,44.31137546,0.0,0.0
4c59d68,channel_sales_1,15159,0,0,2013-03-15,2016-03-15,2013-03-15,2015-03-16,692.15,0,0.0,13.28,0.146694,0.0,44.31137796,false,0.0,31.64,31.64,1,78.1,3,code_1,13.856,retention,3,0.15121008333333333,0.0,0.0,44.40026526,0.0,0.0
449cd5e,channel_sales_2,504076,0,87838,2010-12-20,2016-12-20,2010-12-20,2015-12-21,1051.41,196,0.0,18.63,0.146348,0.0,45.30837756,false,28.96,15.78,15.78,1,96.48,5,code_2,13.856,retention,6,0.14992583333333334,0.0,0.0,44.31137536,0.0,0.0
fb47b32,not_specified,7,0,2,2010-01-07,2016-03-06,2010-01-07,2015-03-09,0.0,0,0.0,131.44,0.1169,0.1000149999999999,40.606701,false,0.0,62.57,62.57,1,0.0,6,code_2,27.6,retention,6,0.12417433333333333,0.10363816666666666,0.07286525,40.68815609999999,24.4128927,16.2752634
8df5643,channel_sales_1,59331,0,1908,2012-08-23,2016-08-23,2013-10-31,2015-08-24,4208.12,1908,0.0,13.72,0.143166,0.0,44.31137796,false,276.13,13.98,13.98,1,361.34,3,code_1,13.15,retention,4,0.14719383333333333,0.0,0.0,44.32619046,0.0,0.0
8f70e48,channel_sales_1,9694,0,1600,2012-07-14,2016-07-14,2014-06-18,2015-07-15,1451.32,1600,0.0,1.06,0.1457109999999999,0.0,44.31137796,false,235.96,15.92,15.92,1,142.97,4,code_2,11.3,retention,4,0.14943575,0.007123583333333333,0.0,44.42989495999999,0.0,0.0
136bd4e,channel_sales_1,6117,0,911,2012-06-21,2016-07-07,2015-05-23,2015-07-09,896.55,911,0.0,18.41,0.14317,0.0,44.31137796,false,131.57,14.64,14.64,1,77.59,4,code_1,10.392,retention,4,0.14678508333333332,0.0,0.0,44.370635459999995,0.0,0.0
1252615,channel_sales_3,2914,0,0,2011-11-22,2016-11-22,2014-06-27,2015-11-23,443.04,0,0.0,9.88,0.147506,0.0,46.30537836,false,0.0,26.73,26.73,1,45.19,4,code_2,13.2,retention,5,0.15125666666666668,0.0,0.0,44.61137666,0.0,0.0
cdd1533,channel_sales_1,1686,0,205,2012-04-02,2016-10-05,2013-10-09,2015-10-09,252.46,205,0.0,18.98,0.1457109999999999,0.0,44.31137796,false,29.99,34.68,34.68,1,25.76,4,code_1,13.856,churn,4,0.14979741666666666,0.0,0.0,44.34100546,0.0,0.0
2e11698,channel_sales_4,34350,46528,0,2011-12-01,2016-12-01,2015-11-01,2015-12-02,5097.01,0,0.0,19.44,0.143478,0.0,44.31137796,true,0.0,3.7,3.7,2,408.31,4,code_2,13.856,retention,5,0.1475045,0.0,0.0,44.26693036,0.0,0.0
0c15cb7,channel_sales_3,6145,0,0,2011-04-26,2016-04-26,2011-04-26,2015-04-27,931.49,0,0.0,18.84,0.1457109999999999,0.0,44.31137796,false,0.0,21.38,21.38,2,99.06,5,code_2,10.35,retention,5,0.15055983333333334,0.0,0.0,44.38545035999999,0.0,0.0
a747f18,not_specified,5403,0,0,2010-01-14,2016-02-15,2010-01-14,2015-02-16,815.12,0,0.0,20.02,0.146694,0.0,44.31137796,false,0.0,26.04,26.04,1,76.64,6,code_1,10.392,churn,6,0.1507005,0.0,0.0,44.26693036,0.0,0.0
7bb61d1,not_specified,1721,0,0,2009-09-23,2016-07-12,2015-07-12,2014-09-24,252.74,0,0.0,16.84,0.142649,0.0,44.31137796,false,0.0,21.48,21.48,1,23.35,6,code_3,10.392,churn,7,0.14683241666666666,0.0,0.0,44.38545035999999,0.0,0.0
1bd7e4c,channel_sales_1,93973,368298,7635,2013-04-17,2016-04-17,2013-04-17,2015-04-19,308.58,0,0.0,16.62,0.146694,0.0,44.31137796,true,0.0,28.6,28.6,2,31.95,3,code_1,13.856,retention,3,0.15121716666666665,0.0,0.0,44.38545026,0.0,0.0
109b4a8,not_specified,8881,0,0,2011-12-16,2016-12-16,2015-11-01,2015-12-17,976.94,0,0.0,17.06,0.144039,0.0,45.30837756,false,0.0,15.78,15.78,1,80.94,4,code_3,13.856,retention,5,0.14972108333333334,0.0,0.0,44.26693026,0.0,0.0
4e2628a,channel_sales_3,8746,0,0,2011-05-27,2016-05-27,2015-04-14,2015-05-29,1299.51,0,0.0,19.49,0.14398,0.0,44.31137796,false,0.0,24.42,24.42,1,130.76,5,code_2,13.2,retention,5,0.14846191666666667,0.0,0.0,44.370635359999994,0.0,0.0
16e56a3,channel_sales_2,21211,0,1659,2010-01-05,2016-03-03,2010-01-05,2015-03-09,1232.78,0,0.0,71.31,0.146694,0.0,44.31137796,false,0.0,37.56,37.56,1,128.42,6,code_2,15.0,churn,6,0.15075783333333334,0.0,0.0,44.26693036,0.0,0.0
ee67a53,channel_sales_1,9699,0,0,2012-01-23,2017-01-23,2015-11-17,2016-01-24,1468.28,0,0.0,15.2,0.143805,0.0,44.31137796,false,0.0,34.68,34.68,1,148.73,4,code_1,13.856,retention,5,0.15013399999999996,0.0,0.0,44.44470995999999,0.0,0.0
e74b477,channel_sales_3,30830,15555,2056,2012-11-08,2016-11-08,2014-10-17,2015-11-09,3270.21,2056,0.0,142.25,0.1165089999999999,0.101397,40.606701,true,205.3,4.77,4.77,2,412.55,3,code_3,25.0,retention,4,0.12526416666666668,0.10484975,0.07452583333333333,40.728885,24.437330039999996,16.29155496
0685725,channel_sales_1,6220,0,0,2009-12-01,2016-12-01,2015-11-01,2015-12-02,932.0,0,0.0,16.13,0.144038,0.0,45.30837756,false,0.0,15.12,15.12,1,78.59,6,code_2,13.2,retention,7,0.14929683333333332,0.007123583333333333,0.0,44.26693036,0.0,0.0
cbba85e,not_specified,24545,0,2347,2010-09-01,2016-09-01,2015-08-26,2015-09-02,2223.55,2347,0.0,129.96,0.114025,0.097683,40.606701,false,204.95,20.95,20.95,1,257.66,5,code_1,43.648,retention,6,0.12419933333333334,0.103499,0.07378474999999997,40.6202755,24.372163139999998,16.248109359999997
66a5b50,channel_sales_1,7173,56190,1103,2011-10-29,2016-10-29,2015-08-27,2015-10-30,740.48,929,0.0,18.27,0.14346,0.0,45.80687796,true,134.98,18.12,18.12,3,64.81,4,code_1,10.392,churn,5,0.14860333333333334,0.0,0.0,44.60582016,0.0,0.0
153b6e9,channel_sales_1,4035,0,0,2010-02-05,2016-02-05,2015-12-16,2015-02-07,609.04,0,0.0,16.53,0.145541,0.0,44.31137796,false,0.0,34.68,34.68,1,64.23,6,code_2,13.856,retention,6,0.15060483333333333,0.0,0.0,44.26693036,0.0,0.0
4e12067,channel_sales_1,3118110,468369,289924,2012-02-01,2016-02-01,2012-02-01,2015-02-09,5387.34,4563,0.0,39.77,0.1169,0.1000149999999999,40.606701,true,442.56,79.8,79.8,2,479.65,4,code_1,80.0,retention,4,0.129993,0.09925349999999998,0.054655583333333334,41.491211039999996,18.25468441,12.169789139999999
b0cf4d5,not_specified,12669,0,49,2009-10-07,2016-11-24,2015-11-24,2015-10-11,1924.98,0,30.0,17.03,0.198096,0.0,46.30537836,false,0.0,29.73,29.73,2,106.73,6,code_2,13.8,retention,7,0.16139066666666665,0.0,0.0,44.79589336,0.0,0.0
2f0dcb5,channel_sales_3,14179,0,0,2011-01-21,2017-01-21,2015-11-16,2016-01-22,2134.45,0,0.0,16.81,0.142996,0.0,44.31137796,false,0.0,23.4,23.4,1,205.26,5,code_2,10.392,retention,6,0.14861591666666665,0.0,0.0,44.44470995999999,0.0,0.0
952f9cc,channel_sales_1,26417,2878,2761,2009-11-17,2016-11-17,2015-11-01,2015-11-18,2523.16,2499,0.0,131.42,0.114088,0.098969,40.606701,true,242.04,2.82,2.82,2,290.05,6,code_2,15.001,retention,7,0.1236315,0.10328616666666667,0.07306566666666667,40.5931235,24.35587114,16.237247359999998
21a368f,channel_sales_3,3415,0,0,2012-02-15,2016-02-25,2015-12-17,2015-02-26,648.63,0,28.0,18.9,0.186188,0.0,45.80687796,false,0.0,36.48,36.48,1,56.13,4,code_2,10.392,retention,4,0.1897295,0.0,0.0,45.76093026,0.0,0.0
6025a46,not_specified,506015,0,42601,2008-10-03,2016-02-24,2015-02-24,2014-07-09,9093.0,7597,0.0,143.95,0.095022,0.086748,58.99595196,false,603.98,0.0,0.0,1,600.91,7,code_1,24.0,retention,8,0.10135266666666666,0.09047383333333331,0.06636166666666667,59.03539751,36.405543200000004,8.34820684
b23a259,channel_sales_1,61986,0,5498,2012-11-13,2016-11-13,2015-05-24,2015-11-15,5984.71,5494,0.0,144.28,0.114658,0.099545,40.606701,false,532.69,1.53,1.53,1,695.15,3,code_1,23.1,retention,4,0.12343941666666668,0.10310566666666666,0.07289991666666666,40.5795475,24.347725139999998,16.23181636
db758c3,channel_sales_3,5491,4355,0,2012-12-10,2016-12-10,2014-04-24,2015-12-11,231.05,0,24.0,13.47,0.211178,0.107068,45.80687796,true,0.0,32.76,32.76,3,87.75,3,code_1,10.392,retention,4,0.21087741666666662,0.10933074999999998,0.0,45.89876526,0.0,0.0
da49907,channel_sales_3,15969,0,0,2011-06-23,2016-06-23,2011-06-23,2015-06-26,1928.49,0,0.0,13.55,0.1646369999999999,0.087381,44.31137796,false,0.0,19.28,19.28,1,183.29,5,code_2,13.2,retention,5,0.16779716666666666,0.08611425,0.0,44.35582046,0.0,0.0
d31effd,channel_sales_1,9722,0,1206,2012-04-11,2016-04-11,2012-04-11,2015-04-12,1458.41,1206,0.0,9.03,0.1457109999999999,0.0,44.31137796,false,177.88,25.18,25.18,1,136.08,4,code_1,11.0,churn,4,0.14997116666666668,0.0,0.0,44.38545035999999,0.0,0.0
dce386f,channel_sales_1,3811,0,339,2012-10-16,2016-10-16,2015-05-24,2015-10-18,388.59,339,0.0,167.63,0.1165089999999999,0.101397,40.9390266,false,33.34,53.32,53.32,1,67.39,3,code_1,40.0,retention,4,0.125145,0.104953,0.07476724999999997,40.648679099999995,24.41142674,16.29280296
ffe255b,channel_sales_1,3639,0,0,2012-08-04,2016-09-02,2015-07-11,2015-09-03,536.79,0,0.0,17.23,0.141434,0.0,44.31137796,false,0.0,10.08,10.08,1,43.62,3,code_1,10.39,retention,4,0.14693758333333332,0.007123583333333333,0.0,44.34100536,0.0,0.0
875eb97,not_specified,5901,0,24,2009-10-13,2016-10-13,2009-10-13,2015-10-14,829.72,0,0.0,15.75,0.146348,0.0,45.30837756,false,0.0,18.72,18.72,1,84.76,6,code_2,13.2,retention,7,0.1499535,0.0,0.0,44.46322695999999,0.0,0.0
9c732c6,channel_sales_1,8802,0,830,2010-01-18,2016-02-16,2010-01-18,2015-02-18,932.27,830,0.0,144.75,0.1169,0.1000149999999999,40.606701,false,84.3,37.68,37.68,1,95.58,6,code_1,15.1,retention,6,0.12433841666666666,0.10379375,0.07316033333333334,40.7017324,24.421038479999996,16.28069392
c770b25,channel_sales_2,7414,0,0,2009-10-21,2016-09-12,2013-09-12,2015-09-13,699.96,0,0.0,16.54,0.161165,0.083909,44.31137796,false,0.0,10.08,10.08,1,59.79,6,code_2,10.392,retention,7,0.16591066666666665,0.08422825,0.0,44.35582026,0.0,0.0
532dbbc,channel_sales_1,2366,0,0,2011-06-13,2016-06-13,2011-06-13,2015-06-23,354.47,0,0.0,13.2,0.1457109999999999,0.0,44.31137796,false,0.0,20.36,20.36,1,39.13,5,code_1,12.5,retention,5,0.14985533333333334,0.0,0.0,44.35582046,0.0,0.0
5abe08f,channel_sales_1,4736,0,0,2009-10-07,2016-10-07,2009-10-07,2015-10-09,541.78,0,0.0,38.82,0.165793,0.0885389999999999,44.31137796,false,0.0,7.8,7.8,1,46.86,6,code_2,10.392,retention,7,0.16896750000000002,0.08770191666666667,0.0,44.29656036,0.0,0.0
941dfe9,not_specified,419142,0,85549,2008-01-09,2016-02-29,2008-01-09,2015-03-06,10048.2,21645,0.0,376.87,0.100092,0.0910509999999999,58.99595196,false,1868.23,0.12,0.12,1,623.17,8,code_3,60.0,retention,8,0.10875016666666663,0.09323666666666668,0.06314566666666667,57.891807480000004,33.425471130000005,7.66484164
0586443,channel_sales_2,1544909,261969,127181,2010-07-09,2016-07-09,2010-07-09,2015-07-12,393.58,0,0.0,16.54,0.1457109999999999,0.0,44.31137796,true,0.0,18.62,18.62,2,36.23,6,code_2,13.2,retention,6,0.14979741666666666,0.0,0.0,44.34100536,0.0,0.0
339c791,channel_sales_1,759820,0,102375,2012-02-01,2016-02-01,2012-02-01,2015-02-09,17183.66,28168,0.0,43.74,0.1620329999999999,0.084138,44.31137796,false,2911.73,25.68,25.68,1,1496.93,4,code_1,11.4,retention,4,0.16617999999999997,0.08458774999999996,0.0,44.26693036,0.0,0.0
b7ee992,channel_sales_1,13918,0,846,2011-02-24,2016-02-24,2011-02-24,2015-02-25,1435.0,846,0.0,144.02,0.120372,0.103487,40.606701,false,85.57,46.2,46.2,2,183.78,5,code_1,23.1,retention,5,0.12791441666666667,0.10736958333333334,0.0767363333333333,40.7017324,24.421038479999996,16.28069392
013dc75,not_specified,253910,219127,18600,2009-11-25,2016-11-25,2015-10-31,2015-11-26,1963.99,1713,0.0,135.73,0.114667,0.099548,40.606701,true,171.75,5.64,5.64,3,207.97,6,code_2,30.0,retention,7,0.12376808333333333,0.10341666666666666,0.07318691666666667,40.6066995,24.36401714,16.24267836
