channel_sales,cons_12m,cons_gas_12m,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_peak,has_gas,imp_cons,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,price_mid_peak_fix,churn
0,16623,0,2497.09,0.0,22.44,0.0,0,67.59,9.96,1,193.58,4,0,13.15,0.0,retention
7,55497,0,5535.27,0.0,129.25,0.098858,0,462.42,18.16,1,487.28,4,0,23.0,16.2752634,retention
7,20567,11,1236.52,0.0,131.8,0.100123,1,2.33,21.37,3,151.47,6,2,31.05,16.24267644,retention
7,2912,0,131.62,0.0,137.53,0.100823,0,128.59,58.05,1,0.11,5,2,30.0,16.287371959999998,retention
0,15698,0,2319.25,0.0,9.99,0.0,0,0.0,32.64,1,221.42,4,0,14.49,0.0,retention
0,12390,0,1238.41,0.0,132.02,0.103487,0,0.0,37.63,1,173.16,3,0,20.785,16.2752634,churn
1,3550287,1401366,40.32,0.0,132.16,0.1000149999999999,1,20.75,60.6,2,0.36,4,1,24.249,16.28069392,retention
1,30862,0,3143.15,0.0,128.28,0.10175,1,394.82,65.4,2,377.59,3,0,43.648,16.29155496,retention
2,193317,0,823.27,0.0,137.8,0.101397,0,75.94,28.14,1,112.64,4,1,27.0,16.25354036,retention
0,13967,0,443.7,0.0,15.95,0.0,0,0.0,23.76,1,48.56,3,0,10.39,0.0,retention
2,23842,0,3123.55,0.0,19.5,0.0,0,0.0,4.86,1,221.84,3,0,10.39,0.0,churn
7,12936,0,247.35,0.0,44.29,0.081596,0,0.0,21.48,1,19.04,6,1,10.392,5.40879624,retention
7,1239,0,127.83,0.0,118.24,0.103487,0,0.0,56.69,1,17.18,6,0,25.0,16.2752634,retention
0,4927,0,491.14,0.0,132.06,0.098837,0,23.17,13.81,1,55.84,6,1,15.4,16.24267836,retention
0,31764,0,3220.35,0.0,145.72,0.10175,0,294.17,24.72,1,384.43,3,0,16.5,16.28069392,retention
1,49241,0,7283.44,0.0,21.49,0.0,0,0.0,4.04,1,504.7,6,0,15.0,0.0,retention
0,10730,0,430.15,0.0,19.34,0.089695,0,79.0,19.48,1,37.35,6,1,13.856,0.0,retention
0,7793,0,818.09,0.0,131.76,0.098837,0,85.51,52.42,1,92.61,7,2,38.711,16.25354036,retention
0,78574,0,6870.98,0.0,147.8,0.1000149999999999,0,623.72,27.6,2,697.02,3,0,27.71,14.87418678,retention
0,1828,0,173.96,0.0,131.01,0.096521,0,8.88,27.07,1,19.92,4,0,20.0,16.25354036,retention
0,5888,0,882.72,0.0,15.2,0.0,0,0.0,15.0,1,83.1,6,0,13.164,0.0,retention
1,26824,0,2851.45,0.0,132.12,0.100596,0,245.53,27.09,1,325.78,3,2,20.0,16.2752634,retention
0,8163,0,1213.36,0.0,16.32,0.0,0,0.0,18.62,1,147.75,4,0,13.2,0.0,retention
1,881406,0,3188.3,0.0,132.17,0.1000149999999999,0,241.28,104.45,1,329.33,6,1,77.2,16.2752634,retention
0,20481,0,2979.08,0.0,15.11,0.0,0,201.0,24.42,1,257.98,3,0,13.164,0.0,retention
0,20593,0,2098.67,0.0,131.75,0.094787,0,143.31,15.24,1,201.45,5,0,19.8,16.25897136,retention
7,4965,0,739.34,0.0,19.44,0.0,0,0.0,12.3,1,69.14,6,2,10.35,0.0,retention
0,133820,0,8074.86,0.0,129.96,0.098142,0,681.31,11.04,1,852.03,4,0,40.57,16.24267884,retention
1,142883,0,1013.27,0.0,131.76,0.100572,0,96.28,40.38,1,118.84,6,1,19.8,16.26983288,retention
1,3329244,867921,1643.62,0.0,16.15,0.086163,1,209.78,23.4,2,135.53,5,2,10.392,0.0,retention
0,44368,0,4182.63,0.0,130.78,0.096521,0,340.42,6.72,1,409.79,4,0,20.0,16.26983288,retention
0,23241,0,2413.82,0.0,6.54,0.0,0,0.0,2.94,2,198.2,4,0,11.0,0.0,retention
7,2584,0,268.26,0.0,142.75,0.098837,0,40.28,29.76,1,28.9,4,1,26.4,16.248109359999997,retention
7,9019,0,970.14,0.0,132.96,0.100123,0,68.17,31.35,1,111.83,6,1,26.4,16.25959416,retention
1,93820,0,1268.68,0.0,15.69,0.086225,0,223.9,21.34,1,121.55,5,1,10.392,0.0,retention
0,7992,0,837.5,0.0,142.88,0.100243,0,77.47,22.62,1,101.84,3,0,15.3,16.33687376,retention
0,406552,80630,4942.6,0.0,145.7,0.098841,1,406.6,24.51,2,590.97,3,0,23.1,16.26440236,retention
0,18216,0,1859.03,0.0,146.94,0.0966549999999999,0,141.54,0.84,1,180.29,5,0,19.8,16.231816839999997,churn
0,22927,0,2362.36,0.0,117.53,0.100572,0,0.0,37.62,1,318.05,4,0,31.177,16.29155496,retention
0,1936,0,290.18,0.0,16.55,0.0,0,0.0,24.24,1,28.44,4,0,13.15,0.0,retention
7,2256,0,338.08,0.0,16.12,0.0,0,0.0,13.4,1,32.77,5,2,13.856,0.0,retention
0,4530,0,678.25,0.0,13.39,0.0,0,0.0,31.32,1,77.39,6,0,12.5,0.0,retention
1,484026,0,6359.49,0.0,16.24,0.087381,0,801.04,22.95,1,552.37,6,1,13.856,0.0,retention
0,15512,0,456.41,0.0,16.61,0.0,0,0.0,17.62,1,49.83,4,0,12.5,0.0,retention
0,4100379,0,684.7,0.0,16.76,0.0,0,0.0,22.52,1,66.75,3,0,13.856,0.0,retention
2,4032,0,598.84,0.0,17.56,0.0,0,0.0,33.12,1,58.53,4,0,13.2,0.0,churn
7,9564,0,1436.04,0.0,14.68,0.0,0,0.0,14.68,1,138.65,6,1,10.392,0.0,retention
7,6665,0,700.95,0.0,131.35,0.098837,0,39.44,43.08,1,73.63,7,2,17.25,14.906772779999999,churn
0,100815,0,15290.74,0.0,5.79,0.0,0,0.0,3.2,1,708.44,4,0,12.0,0.0,retention
7,15546,2406,1576.12,0.0,18.87,0.0858029999999999,1,0.0,2.8,3,109.02,6,1,10.392,0.0,retention
3,849,0,89.52,0.0,131.76,0.098837,0,1.7,31.26,1,11.78,4,2,17.25,16.29155496,retention
2,18385,0,1955.84,0.0,131.37,0.100019,0,251.85,29.64,1,226.97,3,2,19.8,16.22638536,retention
0,14062,0,2081.39,0.0,69.21,0.0,0,371.02,23.4,1,193.69,3,0,10.39,0.0,retention
7,19521,0,2503.75,0.0,131.35,0.100123,0,187.61,2.82,2,230.66,6,2,15.001,16.65225101,retention
0,423601,0,2701.4,0.0,96.85,0.100123,0,750.04,6.56,1,310.33,5,0,19.745,16.237247359999998,retention
7,15948,422,2314.8,0.0,16.39,0.0,1,0.0,11.42,2,180.87,6,2,13.2,0.0,retention
7,2216,0,247.01,0.0,16.24,0.084973,0,0.0,28.02,1,16.5,6,1,13.856,0.0,retention
2,6295,17360,948.35,0.0,19.49,0.0,1,110.33,16.92,3,95.35,5,1,13.2,0.0,retention
3,11394,0,1724.51,0.0,16.21,0.0,0,0.0,18.27,1,170.28,5,1,15.0,0.0,retention
0,20827,0,2134.92,0.0,141.8,0.099419,0,180.42,21.53,1,258.14,4,2,28.0,16.29155496,retention
2,3764,0,563.47,0.0,18.21,0.0,0,0.0,24.4,1,58.84,5,0,15.0,0.0,retention
7,3568,0,353.24,0.0,131.06,0.100123,0,29.26,39.52,1,36.66,6,1,19.8,16.348358559999998,retention
0,3746,0,376.39,0.0,129.26,0.1000149999999999,0,33.38,39.84,1,41.85,6,0,15.935,16.22638536,retention
1,23630,0,329.54,0.0,144.02,0.098837,0,31.19,30.78,1,35.42,6,0,15.1,16.26983288,retention
1,964043,0,4132.5,0.0,14.91,0.086163,0,0.0,32.64,1,388.04,5,1,14.5,0.0,retention
0,34259,0,332.91,0.0,15.4,0.0,0,0.0,37.56,1,40.66,4,0,15.0,0.0,retention
0,3118110,468369,3078.29,0.0,39.77,0.100572,1,212.99,28.84,2,362.64,3,0,60.0,13.53284972,retention
0,4599,0,701.99,0.0,16.03,0.0,0,141.28,34.68,1,66.2,6,0,13.856,0.0,retention
2,28084,11,1852.61,0.0,131.76,0.100597,1,138.57,29.64,2,235.19,4,1,19.8,16.22638536,retention
7,12736,24723,1309.35,0.0,131.05,0.100123,1,85.1,5.19,2,150.99,7,2,16.5,16.23181636,retention
0,10313,0,879.28,0.0,145.36,0.098837,0,80.84,23.4,1,101.39,5,0,20.785,16.248109359999997,churn
0,31799,0,4670.15,0.0,15.31,0.0,0,560.37,21.81,1,431.17,4,0,13.15,0.0,retention
1,47,0,4.87,0.0,131.35,0.098142,0,0.0,36.21,1,78.33,5,2,20.0,16.26440236,retention
0,3435,0,513.55,0.0,18.32,0.0,0,47.78,37.56,1,53.75,3,0,15.0,0.0,retention
7,3576,0,540.29,0.0,19.29,0.0,0,0.0,33.12,1,58.23,6,1,13.2,0.0,retention
1,8105,0,1217.94,0.0,17.28,0.0,0,0.0,14.64,1,132.02,6,2,10.392,0.0,retention
0,328222,0,2999.39,0.0,29.48,0.0,0,266.7,22.95,1,255.21,4,0,13.856,0.0,retention
0,18906,0,1873.44,0.0,144.68,0.100123,0,159.93,3.72,1,224.22,6,0,19.8,16.231816839999997,retention
0,22734,0,65.45,0.0,19.5,0.0,0,0.0,22.52,1,6.23,5,0,13.85,0.0,retention
2,2616,0,298.17,0.0,15.18,0.089695,0,0.0,22.52,1,33.48,5,1,13.856,0.0,retention
3,13953,0,1542.0,0.0,41.15,0.0885389999999999,0,266.99,7.32,1,189.09,3,3,13.856,0.0,retention
7,27623,0,4094.23,0.0,10.35,0.097346,0,0.0,15.0,1,488.75,6,0,15.001,2.71525916,retention
0,174108,251156,1966.76,0.0,15.98,0.0,1,0.0,24.9,3,175.81,3,2,15.0,0.0,retention
0,20732,0,3081.26,0.0,6.52,0.0,0,0.14,25.68,1,318.98,5,0,11.4,0.0,churn
0,43652,0,4596.16,30.0,140.95,0.135732,0,342.34,64.44,1,1987.83,3,0,18.41,16.37488836,retention
0,19244,0,1939.12,0.0,130.43,0.099419,0,141.56,18.66,1,242.52,3,0,15.5,14.917633819999999,retention
0,0,1167,0.0,0.0,146.99,0.1000149999999999,1,0.0,48.24,4,21.31,4,0,19.3,16.28069392,retention
7,9554,183321,1394.09,0.0,21.38,0.0,1,113.6,33.12,2,116.65,6,1,13.2,0.0,retention
7,20871,0,1967.13,0.0,16.34,0.082981,0,0.0,32.64,1,222.57,6,2,14.49,0.0,retention
2,5807,0,845.14,0.0,16.89,0.0,0,0.0,12.36,1,66.79,4,0,10.39,0.0,retention
0,30878,0,2673.28,0.0,132.43,0.098837,0,0.0,22.04,1,395.02,6,1,24.0,16.29155496,retention
0,8807,0,1304.7,0.0,17.28,0.0,0,0.0,20.56,1,146.0,3,2,13.856,0.0,retention
1,29817,532681,2854.13,0.0,132.87,0.099086,1,284.69,1.2,2,333.84,4,1,26.4,14.87418678,retention
0,18149,0,2637.86,0.0,7.01,0.0,0,0.0,13.52,1,208.9,5,0,10.7,0.0,retention
0,47543,0,4393.58,0.0,147.02,0.094787,0,366.82,26.4,1,441.53,3,0,26.4,16.248109359999997,churn
0,5094,0,548.22,0.0,145.73,0.099419,0,53.59,69.04,1,67.82,3,0,43.64,16.25897136,churn
0,23134,0,3406.73,0.0,9.45,0.0,0,228.56,19.28,1,259.7,4,0,13.2,0.0,retention
1,1743025,0,5970.64,0.0,131.02,0.098142,0,556.85,8.510000000000009,1,723.69,6,1,17.83,16.25354036,retention
0,5008,0,757.55,0.0,6.45,0.0,0,0.0,14.1,1,84.58,4,0,11.0,0.0,retention
7,413,0,40.02,0.0,108.06,0.100123,0,0.0,148.56,1,6.82,6,0,59.5,14.93392538,retention
0,37348,1202507,2866.96,24.0,16.28,0.0,1,646.82,28.82,2,169.26,4,0,14.0,0.0,retention
2,11343,0,1678.66,0.0,18.32,0.0,0,315.06,7.02,1,140.0,3,0,15.0,0.0,retention
2,6599,0,231.48,0.0,131.38,0.103487,0,32.51,37.39,3,34.15,5,1,16.5,16.2752634,retention
1,953085,0,1240.83,0.0,131.76,0.100572,0,93.26,41.2,1,150.66,6,1,33.0,16.25897136,retention
7,8090,23808,748.28,0.0,18.41,0.0,1,60.55,16.92,3,65.0,6,0,10.39,0.0,retention
0,3951,0,395.43,0.0,106.89,0.098837,0,0.0,48.59,1,51.78,5,0,35.91,16.25354036,retention
0,524,0,85.57,0.0,44.09,0.08449,0,12.12,13.4,1,12.31,5,0,13.856,0.0,churn
7,40545,12647,5173.4,0.0,15.88,0.086163,1,0.0,27.88,3,360.38,5,1,15.0,0.0,retention
0,18289,0,2716.52,0.0,0.0,0.0,0,0.0,3.54,1,268.74,4,0,13.15,0.0,retention
0,13824,0,1597.99,0.0,6.94,0.0,0,307.67,27.14,1,137.7,7,2,13.2,0.0,retention
2,14734,0,2233.35,0.0,6.88,0.0,0,164.61,4.83,1,199.14,5,1,10.35,0.0,retention
2,12585,0,1851.65,0.0,0.0,0.0,0,0.0,28.45,1,154.4,5,2,13.856,0.0,retention
1,78376,0,4490.66,0.0,144.03,0.098837,0,1057.58,14.46,2,460.78,6,1,23.1,16.248109359999997,retention
7,1392,0,165.91,0.0,16.07,0.083816,0,53.44,21.09,1,10.47,6,1,10.392,0.0,retention
0,19380,1103,2850.91,0.0,13.86,0.0,1,223.31,15.96,2,237.79,4,0,15.0,0.0,retention
0,19407,10542,1347.33,0.0,145.63,0.099998,0,187.97,39.6,1,161.15,4,0,19.8,16.25897136,churn
7,3748,0,443.93,0.0,16.47,0.0,0,74.17,12.3,1,36.28,6,2,10.35,0.0,retention
1,19362,0,1940.66,0.0,131.76,0.1000149999999999,0,221.6,39.6,1,194.96,5,1,26.4,16.28069392,retention
1,2052,0,305.62,0.0,15.93,0.0,0,0.0,14.64,1,30.03,4,2,10.392,0.0,retention
7,5339,0,783.22,0.0,16.26,0.0,0,215.46,14.64,1,50.42,5,2,10.392,0.0,retention
7,7488,0,1132.49,0.0,19.48,0.0,0,0.0,26.04,1,117.19,6,2,10.392,0.0,retention
7,12462,0,1524.38,0.0,38.77,0.0868029999999999,0,0.0,9.2,1,105.57,6,0,13.85,0.0,churn
0,31704,0,1878.01,0.0,16.74,0.0,0,287.8,21.23,2,166.07,7,2,10.35,0.0,retention
7,2339,0,227.88,0.0,131.77,0.098262,0,21.8,22.44,1,25.55,6,2,19.953,16.248109359999997,retention
0,10015,0,2988.74,0.0,7.45,0.084138,0,216.1,25.7,1,210.7,3,0,13.856,0.0,retention
0,8756,631,883.22,0.0,0.34,0.0885389999999999,1,126.26,9.96000000000001,2,104.21,6,1,11.5,0.0,retention
0,1370,0,206.64,0.0,17.61,0.0,0,1.93,25.88,1,25.2,5,0,13.15,0.0,retention
7,811,0,120.85,0.0,14.56,0.0,0,19.78,24.62,1,11.13,6,0,12.5,0.0,retention
0,18223,3765,1209.88,0.0,18.52,0.0,1,0.0,31.64,3,123.08,4,0,13.856,0.0,retention
7,10142,0,1056.56,0.0,129.73,0.103487,0,85.93,39.96,1,124.69,6,0,20.0,16.28069392,retention
0,2005,0,302.98,0.0,20.36,0.0,0,13.61,33.12,1,29.71,4,0,13.2,0.0,churn
0,38117,8424,3832.49,0.0,83.64,0.101397,1,399.28,6.21,2,511.71,3,0,32.909,16.29155496,retention
7,20025,5873,2718.22,0.0,9.73,0.0,1,412.95,29.76,2,264.97,6,1,13.2,0.0,retention
0,18764,27268,1001.42,0.0,0.0,0.0,1,0.0,25.56,5,119.29,5,0,13.856,0.0,retention
3,3263,0,320.4,0.0,0.0,0.098837,0,29.01,34.84,1,31.32,5,2,22.0,16.25897136,retention
2,41828,0,6164.01,0.0,21.76,0.0,0,738.82,16.66,1,449.45,5,1,13.2,0.0,retention
0,59381,0,574.59,0.0,63.19,0.0,0,0.0,24.2,1,54.39,6,1,13.856,0.0,retention
1,84327,0,8527.71,0.0,44.58,0.098858,0,0.0,110.76,1,792.96,4,0,111.0,16.28069392,retention
7,4794,0,544.3,0.0,15.87,0.08449,0,0.0,13.4,2,39.63,6,1,13.856,0.0,retention
1,4406520,1337056,8830.77,0.0,17.14,0.08638,1,2164.22,3.68,2,693.78,5,1,13.8,0.0,retention
0,12072,0,1517.73,22.0,112.79,0.100124,0,0.0,28.45,1,35.65,4,0,13.856,2.7873981800000003,retention
0,3330,0,495.04,0.0,16.95,0.0,0,0.0,19.2,1,49.35,4,0,10.39,0.0,retention
7,21125,0,2363.19,0.0,16.55,0.086163,0,0.0,27.14,1,189.37,6,1,13.2,0.0,retention
7,12243,0,1215.22,0.0,120.78,0.098837,0,0.0,17.55,1,148.57,6,1,16.5,16.248109359999997,retention
0,24100,0,1386.91,0.0,16.25,0.0,0,77.66,15.0,1,118.55,4,0,13.164,0.0,retention
0,14794,0,2188.23,0.0,19.21,0.0,0,0.0,9.2,1,167.38,6,0,13.856,0.0,retention
1,1532234,0,1590.92,0.0,18.22,0.100572,0,184.79,11.37,1,183.83,5,1,16.5,16.24267836,retention
0,24777,0,1218.48,0.0,13.69,0.0,0,109.68,24.24,1,122.52,6,0,13.15,0.0,retention
3,12994,0,1525.64,0.0,39.02,0.084645,0,0.0,5.13,1,86.48,3,1,11.0,0.0,retention
0,1027653,187348,6068.05,0.0,0.0,0.0,1,1162.89,0.12,2,409.43,5,0,15.0,0.0,retention
3,37932,0,5513.89,0.0,16.57,0.0,0,853.15,6.45,1,424.33,4,2,13.856,0.0,retention
0,8454,0,955.97,0.0,16.04,0.0885389999999999,0,165.78,10.03,1,97.89,6,1,10.35,0.0,retention
1,5010,0,512.62,0.0,144.14,0.098837,0,52.23,42.48,1,55.09,6,0,17.0,16.25897136,churn
0,43901,298897,2821.8,0.0,117.52,0.096074,0,0.0,13.4,1,289.11,3,0,40.0,16.26983288,retention
0,8740,0,1286.79,0.0,16.61,0.0,0,125.37,19.56,1,120.26,7,2,13.856,0.0,retention
1,1743025,0,3485.91,0.0,16.12,0.087381,0,396.36,20.12,1,304.41,6,1,13.8,0.0,retention
7,8377,153840,877.4,0.0,131.76,0.1000149999999999,1,110.63,37.39,2,94.95,6,1,16.5,16.2752634,retention
1,67749,22205,6877.84,0.0,131.38,0.098142,1,686.7,5.43,2,679.1,3,0,20.0,16.29155496,retention
2,1513,795,129.42,0.0,16.14,0.0,1,0.0,16.92,3,12.15,5,1,10.392,0.0,retention
2,9454,0,726.48,0.0,16.58,0.0,0,0.0,13.4,1,70.59,4,1,13.856,0.0,retention
0,3143,0,472.16,0.0,15.95,0.0,0,97.95,28.6,1,47.89,4,0,13.856,0.0,retention
1,5398,0,810.67,0.0,17.49,0.0,0,0.0,30.22,1,78.83,6,1,13.2,0.0,retention
7,9229,0,1388.83,0.0,16.68,0.0,0,0.0,14.64,1,140.39,5,2,10.392,0.0,retention
1,52777,0,2290.46,0.0,136.03,0.0868029999999999,0,0.0,15.1,1,266.03,6,0,12.0,0.0,retention
1,37791,0,1301.04,0.0,132.15,0.098837,0,74.48,28.74,1,142.82,6,1,20.0,16.26440236,retention
0,7065,0,442.25,0.0,144.43,0.1000149999999999,0,43.69,43.32,1,47.77,5,0,17.320999999999998,16.29155496,retention
0,2492,0,376.47,0.0,18.42,0.0,0,0.0,13.56,1,44.61,4,0,11.4,0.0,retention
7,12945,0,335.45,0.0,18.26,0.0,0,0.0,13.4,1,30.09,6,2,13.856,0.0,retention
7,36876,50283,3786.99,0.0,131.76,0.100123,1,300.18,5.52,2,404.12,6,1,16.5,16.29155496,retention
0,11372,0,1190.67,0.0,147.74,0.098837,0,127.68,17.34,1,126.66,5,0,19.8,16.248109359999997,churn
7,26146,0,2631.59,0.0,131.08,0.098262,0,289.97,7.33,1,289.62,6,1,15.2,16.24267836,retention
7,3942,0,397.0,0.0,143.56,0.100123,0,40.76,32.96,1,43.32,4,0,19.8,14.968382179999999,retention
7,6566,8601,698.82,0.0,131.85,0.100572,1,37.3,29.85,4,83.29,6,2,16.5,16.29155496,retention
0,2044,0,307.92,0.0,18.31,0.0,0,29.96,30.36,1,31.69,4,0,15.0,0.0,retention
0,59912,0,4070.64,0.0,144.42,0.100572,0,316.53,23.88,1,505.01,4,0,19.8,16.26983288,retention
7,158466,0,1747.0,0.0,19.5,0.0,0,0.0,33.84,1,150.72,6,1,15.0,0.0,retention
2,15153,0,1667.64,0.0,15.94,0.081246,0,0.0,29.76,1,168.13,5,0,13.2,0.0,retention
7,1999,193,302.27,0.0,15.93,0.0,0,0.0,26.04,1,32.52,6,1,10.392,0.0,retention
2,8609,55674,897.33,0.0,129.37,0.100572,1,71.98,37.54,3,112.18,4,0,27.713,16.25354036,retention
7,44201,164984,610.68,0.0,131.76,0.103487,1,60.18,34.23,2,74.1,6,2,15.1,16.2752634,retention
2,5421,0,227.83,0.0,0.0,0.089695,0,0.0,13.4,1,23.67,4,0,13.856,0.0,retention
0,32386,0,235.81,0.0,14.54,0.0,0,0.0,10.08,1,23.59,3,0,10.392,0.0,churn
2,3463,0,524.0,0.0,16.14,0.0,0,0.0,21.48,1,54.14,4,0,10.392,0.0,retention
1,7658,0,223.47,0.0,17.97,0.0,0,0.0,21.64,1,18.03,6,0,10.39,0.0,retention
3,4682,12837,848.2,0.0,20.13,0.0,1,0.0,12.82,4,61.49,3,1,13.2,0.0,retention
0,22264,0,788.99,0.0,15.91,0.0,0,97.02,13.4,2,62.54,3,0,13.856,0.0,retention
0,9014,0,1310.64,0.0,17.28,0.0,0,0.0,10.08,1,105.87,3,0,10.392,0.0,retention
0,45142,20905,6634.2,0.0,18.07,0.0,1,1920.19,13.32,3,564.77,3,0,12.5,0.0,retention
0,0,0,0.0,0.0,0.0,0.100009,0,0.0,137.4,1,0.0,4,0,55.0,13.521987719999998,churn
7,20296,0,2153.53,0.0,133.3,0.100123,0,108.59,1.06,1,263.2,8,2,23.1,16.22638536,retention
7,20424,0,2103.25,0.0,33.54,0.100123,0,203.18,9.48,1,188.63,11,2,19.8,16.24267836,retention
0,6372,0,954.53,0.0,49.81,0.0,0,57.9,11.24,1,89.44,6,0,15.0,0.0,retention
0,5721,0,270.79,0.0,16.3,0.0,0,0.0,27.28,1,22.11,6,1,13.856,0.0,retention
1,2337,0,348.92,0.0,15.15,0.0,0,0.0,24.72,1,35.14,6,0,12.5,0.0,retention
3,18497,0,1874.32,0.0,56.27,0.1000149999999999,0,153.85,36.36,1,185.92,5,1,24.25,16.28069392,churn
7,389933,0,8122.64,0.0,37.66,0.084138,0,0.0,29.76,1,645.28,6,1,13.2,0.0,retention
1,963288,0,2630.87,0.0,16.11,0.087381,0,308.08,20.12,1,225.14,6,1,13.8,0.0,churn
1,9974,0,1493.15,0.0,16.31,0.0,0,0.0,11.4,1,116.45,4,2,10.392,0.0,retention
0,9803,0,775.32,0.0,15.35,0.0,0,0.0,10.08,1,65.9,3,0,10.392,0.0,retention
2,4536,0,679.17,0.0,16.56,0.0,0,0.0,7.8,1,74.83,4,0,10.392,0.0,retention
0,1243,0,185.47,0.0,63.67,0.0,0,0.0,34.68,1,24.65,6,1,13.856,0.0,retention
0,11447,15726,1155.1,0.0,124.43,0.0,1,0.0,33.12,3,139.23,6,0,13.2,0.0,retention
1,2288838,0,1622.27,0.0,131.04,0.098837,0,159.28,9.48,1,175.15,4,2,19.8,16.24267836,retention
7,3199,0,232.29,0.0,16.79,0.0,0,0.0,26.04,1,24.09,5,2,10.392,0.0,churn
1,62222,0,6541.48,0.0,359.25,0.096984,0,394.64,43.44,1,582.13,6,0,55.0,16.26983288,retention
0,4735,0,709.64,0.0,18.37,0.0,0,99.77,19.48,1,74.32,6,0,12.0,0.0,retention
7,12382,0,1257.87,0.0,16.22,0.086131,0,0.0,11.38,1,87.86,6,2,10.35,0.0,retention
0,54667,0,5552.39,0.0,129.72,0.101178,0,512.81,33.0,1,578.5,5,0,33.13,16.22638536,churn
1,638737,0,1444.81,0.0,16.41,0.0,0,418.34,31.2,1,131.16,6,1,13.856,0.0,retention
0,4485,0,663.9,0.0,18.37,0.0,0,114.42,7.38,1,58.93,3,0,13.943,0.0,retention
0,95149,58727,5568.81,0.0,144.77,0.1000149999999999,1,535.13,49.8,3,583.92,5,0,49.9,16.28069392,retention
7,1240756,0,2986.43,0.0,131.79,0.098837,0,350.01,15.9,1,386.54,7,2,15.001,16.26440236,retention
7,37688,29285,2779.98,0.0,17.06,0.0,1,210.39,14.7,2,207.85,8,2,13.856,0.0,retention
1,16615,0,630.48,0.0,13.73,0.089695,0,135.39,18.62,1,56.65,6,2,13.2,0.0,retention
1,990,0,146.42,0.0,19.68,0.0,0,44.21,12.36,1,7.08,5,0,10.392,0.0,retention
1,148546,0,2964.28,0.0,16.26,0.081173,0,707.27,9.2,1,132.33,6,1,13.856,0.0,retention
2,10183,0,1498.51,0.0,16.63,0.0,0,168.47,13.1,1,131.9,5,1,10.392,0.0,retention
7,5287,0,688.13,0.0,15.76,0.087961,0,0.0,24.42,1,65.74,6,1,13.2,0.0,retention
2,5707,0,652.96,0.0,16.23,0.089602,0,0.0,22.89,1,66.91,3,2,13.856,0.0,churn
0,182878,7180,2667.73,0.0,16.27,0.0,1,0.0,4.86,3,203.64,4,0,10.39,0.0,retention
0,10992,0,1183.8,0.0,132.38,0.098508,0,0.0,2.16,1,130.52,3,0,17.320999999999998,16.237247359999998,retention
7,9327,0,1241.23,0.0,38.08,0.089695,0,336.18,22.52,2,107.9,6,0,13.856,0.0,retention
0,1251,0,119.55,0.0,146.53,0.1000149999999999,0,7.33,49.44,1,15.74,4,0,19.8,16.28069392,retention
2,5230,0,690.99,0.0,40.22,0.095539,0,0.0,33.12,1,65.79,4,0,13.2,0.0,churn
2,5912,0,583.87,0.0,141.38,0.100123,0,42.35,15.68,1,74.87,4,1,15.1,16.22638584,retention
0,35477,5748,3466.17,0.0,129.96,0.099419,1,260.95,25.92,4,435.09,4,0,17.320999999999998,16.29155496,churn
7,10880,0,1144.85,0.0,130.44,0.103487,0,93.51,79.07,1,138.03,6,0,43.648,16.2752634,retention
0,11359,87419,1138.78,0.0,143.95,0.098261,1,101.08,24.6,2,131.61,4,0,23.1,16.25354036,retention
0,31170,0,803.05,0.0,145.51,0.099998,0,66.85,31.32,1,111.38,6,0,19.8,16.25897136,churn
2,7946,0,1181.97,0.0,21.64,0.0,0,0.0,9.4,1,61.86,4,0,12.5,0.0,retention
7,15010,0,2196.67,0.0,18.27,0.0,0,437.61,7.02,1,188.61,6,0,15.0,0.0,retention
0,11392,0,1086.37,0.0,16.18,0.0858029999999999,0,0.0,3.7,1,88.85,6,1,13.856,0.0,retention
0,22488,0,2160.98,0.0,145.6,0.098837,0,306.22,48.26,1,216.3,6,0,40.0,16.26983288,retention
1,420181,0,3527.83,0.0,21.92,0.086163,0,624.44,29.76,1,275.17,6,1,13.2,0.0,retention
7,2454,0,368.15,0.0,16.5,0.0,0,0.0,16.92,1,36.11,7,2,10.392,0.0,retention
7,2660,0,277.82,0.0,132.15,0.101397,0,35.48,32.94,1,34.67,5,2,17.0,16.287371959999998,retention
0,41083,61558,4126.17,0.0,118.24,0.098837,1,0.0,15.1,2,472.94,6,0,31.5,16.29155496,retention
7,4938,706,739.4,0.0,19.02,0.0,1,120.82,31.32,2,85.45,6,0,12.5,0.0,churn
0,49187,0,4899.53,0.0,117.53,0.09781,0,477.01,2.79,1,505.42,6,0,43.648,16.24267836,retention
0,14994,0,1654.81,0.0,142.91,0.100572,0,153.93,33.74,1,186.23,4,0,20.78,16.26983288,retention
7,24475,0,2560.83,0.0,142.87,0.100572,0,357.23,67.61,1,271.89,4,0,50.0,16.2752634,retention
7,16369,0,1721.19,0.0,20.53,0.100123,0,101.75,7.89,1,200.83,11,2,41.5,16.29155496,retention
7,3,0,0.45,0.0,16.18,0.0,0,0.0,26.73,1,0.16,6,2,13.2,0.0,retention
7,18684,0,2760.51,0.0,18.38,0.0,0,0.0,3.56,1,220.95,6,1,13.2,0.0,retention
